Serie,Diameter,Locatie nr,Uniek.nummer,x,y,Opnamenr.,Jaar,In,Opname,Uit,Dagen,Tijd,Totaal dagen uit,Geslacht,Leeftijdsfase,Opmerkingen,Camera,Totaal aantal opnames,Seizoen
56,8,39,M18.56,204206,449784,7,2018,14/08/2018,12/09/2018,15/09/2018,29,07:54,38,man,adult,,Primos Proof Generation 3,,summer
56,8,39,M18.56,204206,449784,8,2018,14/08/2018,12/09/2018,15/09/2018,29,18:02,39,man,adult,,Primos Proof Generation 3,,summer
56,8,39,M18.56,204206,449784,9,2018,14/08/2018,12/09/2018,15/09/2018,29,20:00,40,?,juv,,Primos Proof Generation 3,,summer
56,8,39,M18.56,204206,449784,10,2018,14/08/2018,14/09/2018,15/09/2018,31,19:11,41,?,?,,Primos Proof Generation 3,,summer
56,8,39,M18.56,204206,449784,11,2018,14/08/2018,15/09/2018,15/09/2018,32,06:29,42,?,adult,,Primos Proof Generation 3,,summer
56,8,39,M18.56,204206,449784,12,2018,14/08/2018,15/09/2018,15/09/2018,32,19:59,43,man,adult,,Primos Proof Generation 3,,summer
57,8,40,M18.57,204201,450021,1,2018,14/08/2018,30/08/2018,20/09/2018,16,07:00,37,man,adult,,Bushnell Throphycam HD,19,summer
57,8,40,M18.57,204201,450021,2,2018,14/08/2018,04/09/2018,20/09/2018,21,09:31,37,?,juv,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,3,2018,14/08/2018,08/09/2018,20/09/2018,25,18:14,37,?,juv,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,4,2018,14/08/2018,11/09/2018,20/09/2018,28,08:03,37,?,juv,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,5,2018,14/08/2018,13/09/2018,20/09/2018,30,08:30,37,?,juv,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,6,2018,14/08/2018,13/09/2018,20/09/2018,30,11:36,37,man,adult,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,7,2018,14/08/2018,14/09/2018,20/09/2018,31,09:27,37,?,juv,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,8,2018,14/08/2018,16/09/2018,20/09/2018,33,10:09,37,man,adult,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,9,2018,14/08/2018,18/09/2018,20/09/2018,35,13:58,37,man,adult,,Bushnell Throphycam HD,,summer
57,8,40,M18.57,204201,450021,10,2018,14/08/2018,19/09/2018,20/09/2018,36,07:28,37,?,juv,,Bushnell Throphycam HD,,summer
58,8,41,M18.58,203880,449938,1,2018,05/09/2018,13/09/2018,19/09/2018,8,13:39,14,man,adult,,Bushnell Throphycam HD,-,summer
59,8,42,M18.59,203981,449637,1,2018,05/09/2018,18/09/2018,19/09/2018,13,08:11,14,man,adult,,Bushnell Throphycam HD,-,summer
Dieren,10,43,M18.60,204237,450072,,2018,20/09/2018,geen,05/10/2018,,,15,,,,Bushnell Throphycam HD,,autumn
